date,price,tavg,tmax,pres
2007-03-08,7750,28.277777777777786,34.72222222222222,1011.0
2007-03-09,7750,28.277777777777786,34.72222222222222,1011.0
2007-03-12,7750,30.0,37.0,1011.0
2007-03-13,7750,28.77777777777778,35.611111111111114,1011.0
2007-03-14,7750,28.000000000000004,34.0,1011.0
2007-03-15,7750,28.22222222222222,34.22222222222222,1011.0
2007-03-16,7750,28.61111111111111,34.0,1011.0
2007-03-19,7750,28.72222222222222,35.0,1011.0
2007-03-20,7750,26.27777777777778,33.0,1011.0
2007-03-21,7750,25.777777777777786,33.72222222222222,1011.0
2007-03-22,7750,28.22222222222222,34.22222222222222,1011.0
2007-03-23,7750,27.88888888888889,33.0,1011.0
2007-03-26,7750,28.88888888888889,34.22222222222222,1011.0
2007-03-27,7750,29.27777777777778,35.0,1011.0
2007-03-29,7750,29.22222222222222,35.0,1011.0
2007-03-30,7750,29.27777777777778,37.0,1011.0
2007-04-02,7750,30.22222222222222,37.77777777777778,1011.0
2007-04-04,7750,29.11111111111111,35.388888888888886,1011.0
2007-04-05,7750,30.27777777777778,36.72222222222222,1011.0
2007-04-06,7750,30.38888888888889,37.22222222222222,1011.0
2007-04-09,7750,29.72222222222222,35.72222222222222,1011.0
2007-04-10,7750,29.61111111111111,34.27777777777778,1011.0
2007-04-11,7750,29.72222222222222,34.611111111111114,1011.0
2007-04-12,7750,29.72222222222222,34.388888888888886,1011.0
2007-04-13,7750,29.88888888888889,35.611111111111114,1011.0
2007-04-17,7750,30.0,36.77777777777778,1011.0
2007-04-18,7750,28.77777777777778,36.77777777777778,1011.0
2007-04-19,7750,29.11111111111111,34.77777777777778,1011.0
2007-04-20,7750,29.72222222222222,36.388888888888886,1011.0
2007-04-23,7750,30.72222222222222,36.22222222222222,1011.0
2007-04-24,7750,30.72222222222222,36.388888888888886,1011.0
2007-04-25,7750,30.27777777777778,35.72222222222222,1011.0
2007-04-27,7750,29.88888888888889,35.0,1011.0
2007-05-04,7750,29.88888888888889,35.388888888888886,1011.0
2007-05-07,7750,27.27777777777777,31.61111111111111,1011.0
2007-05-08,7750,27.77777777777778,33.388888888888886,1011.0
2007-05-09,7750,27.38888888888889,33.0,1011.0
2007-05-10,7750,26.611111111111114,33.388888888888886,1011.0
2007-05-11,7750,27.88888888888889,34.0,1011.0
2007-05-14,7750,24.5,25.777777777777786,1011.0
2007-05-15,7750,27.5,32.0,1011.0
2007-05-16,7750,29.0,33.388888888888886,1011.0
2007-05-17,7750,28.88888888888889,34.611111111111114,1011.0
2007-05-18,7750,28.22222222222222,33.22222222222222,1011.0
2007-05-21,7750,28.38888888888889,34.77777777777778,1011.0
2007-05-22,7750,28.77777777777778,35.22222222222222,1011.0
2007-05-23,7750,30.11111111111111,35.0,1011.0
2007-05-24,7750,30.38888888888889,35.22222222222222,1011.0
2007-05-25,7750,28.000000000000004,34.0,1011.0
2007-05-28,7750,26.22222222222222,34.388888888888886,1011.0
2007-05-29,7750,26.888888888888893,33.22222222222222,1011.0
2007-05-30,7750,28.5,34.388888888888886,1011.0
2007-05-31,7750,28.38888888888889,34.77777777777778,1011.0
2007-06-01,7750,29.38888888888889,35.22222222222222,1011.0
2007-06-04,7750,29.38888888888889,33.72222222222222,1011.0
2007-06-05,7750,27.38888888888889,33.72222222222222,1011.0
2007-06-06,7750,28.61111111111111,34.111111111111114,1011.0
2007-06-07,7750,28.77777777777778,34.111111111111114,1011.0
2007-06-08,7750,30.11111111111111,35.0,1011.0
2007-06-11,7750,30.11111111111111,36.72222222222222,1011.0
2007-06-12,7750,28.111111111111107,36.11111111111112,1011.0
2007-06-13,7750,30.27777777777778,34.72222222222222,1011.0
2007-06-14,7750,28.277777777777786,34.27777777777778,1011.0
2007-06-15,7750,27.22222222222222,33.72222222222222,1011.0
2007-06-18,7750,27.722222222222225,34.22222222222222,1011.0
2007-06-19,7750,26.888888888888893,32.77777777777778,1011.0
2007-06-20,7750,26.611111111111114,33.388888888888886,1011.0
2007-06-21,7750,28.111111111111107,33.0,1011.0
2007-06-22,7750,25.72222222222222,28.277777777777786,1011.0
2007-06-25,7750,26.22222222222222,31.0,1011.0
2007-06-26,7750,26.22222222222222,33.27777777777778,1011.0
2007-06-27,7750,26.888888888888893,34.611111111111114,1011.0
2007-06-28,7750,26.611111111111114,31.27777777777778,1011.0
2007-06-29,7750,27.22222222222222,31.38888888888889,1011.0
2007-07-02,7750,26.722222222222214,29.27777777777778,1011.0
2007-07-03,7750,25.777777777777786,33.0,1011.0
2007-07-04,7750,26.611111111111114,33.0,1011.0
2007-07-05,7750,26.38888888888889,32.388888888888886,1011.0
2007-07-06,7750,26.11111111111111,31.0,1011.0
2007-07-10,7750,26.888888888888893,32.22222222222222,1011.0
2007-07-11,7750,25.27777777777778,30.22222222222222,1011.0
2007-07-12,7750,27.38888888888889,33.22222222222222,1011.0
2007-07-13,7750,27.38888888888889,33.5,1011.0
2007-07-16,7750,25.88888888888889,28.38888888888889,1011.0
2007-07-17,7750,28.22222222222222,33.611111111111114,1011.0
2007-07-18,7750,28.277777777777786,33.22222222222222,1011.0
2007-07-19,7750,27.0,33.77777777777778,1011.0
2007-07-20,7750,28.61111111111111,33.77777777777778,1011.0
2007-07-23,7750,28.277777777777786,33.0,1011.0
2007-07-24,7750,27.22222222222222,34.22222222222222,1011.0
2007-07-25,7750,27.22222222222222,34.611111111111114,1011.0
2007-07-26,7750,26.722222222222214,33.388888888888886,1011.0
2007-07-27,7750,27.38888888888889,33.611111111111114,1011.0
2007-07-30,7750,25.500000000000004,33.27777777777778,1011.0
